KPIID,NomIndicateur,UniteMesure,noIndicateur,TypeIndicateur,ville,DateDonnee,Valeur,Calcul
2421,Coûts d’exploitation par kilomètre de véhicule municipal,$,FLET326,REM Canada,Montréal,2015,1.14671, ( VAPP100002 + VAPP100005 + VAPP100003 ) / ( VAPP900007 + VAPP900009 + VAPP900008 ) 
2421,Coûts d’exploitation par kilomètre de véhicule municipal,$,FLET326,REM Canada,Montréal,2016,1.10121, ( VAPP100002 + VAPP100005 + VAPP100003 ) / ( VAPP900007 + VAPP900009 + VAPP900008 ) 
2421,Coûts d’exploitation par kilomètre de véhicule municipal,$,FLET326,REM Canada,Montréal,2017,1.08029, ( VAPP100002 + VAPP100005 + VAPP100003 ) / ( VAPP900007 + VAPP900009 + VAPP900008 ) 
2422,Pourcentage de biens et services municipaux achetés par le service centralisé des achats via un processus d’approvisionnement,%,FPUR107,REM Canada,Montréal,2014,0.31211,VAPP900010 / VAPP900012 
2422,Pourcentage de biens et services municipaux achetés par le service centralisé des achats via un processus d’approvisionnement,%,FPUR107,REM Canada,Montréal,2015,0.60499,VAPP900010 / VAPP900012 
2422,Pourcentage de biens et services municipaux achetés par le service centralisé des achats via un processus d’approvisionnement,%,FPUR107,REM Canada,Montréal,2016,0.38634,VAPP900010 / VAPP900012 
2422,Pourcentage de biens et services municipaux achetés par le service centralisé des achats via un processus d’approvisionnement,%,FPUR107,REM Canada,Montréal,2017,0.3635,VAPP900010 / VAPP900012 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2012,0,VFIN900028 / VFIN900027 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2013,0,VFIN900028 / VFIN900027 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2014,0,VFIN900028 / VFIN900027 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2015,0,VFIN900028 / VFIN900027 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2016,0,VFIN900028 / VFIN900027 
2425,Pourcentage de comptes de taxes client inscrits dans le système de prélèvements préautorisés,%,TXRS405,REM Canada,Montréal,2017,0,VFIN900028 / VFIN900027 
2427,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux ,$,FLET347,REM Canada,Montréal,2014,97,VAPP900020 
2427,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux ,$,FLET347,REM Canada,Montréal,2015,97,VAPP900020 
2427,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux ,$,FLET347,REM Canada,Montréal,2016,97,VAPP900020 
2427,Taux facturé pour une heure d’entretien ou de réparation de véhicules municipaux ,$,FLET347,REM Canada,Montréal,2017,97,VAPP900020 
2428,Pourcentage d’heures consacrées à la réparation de véhicules municipaux en atelier et qui ne sont pas prévues dans les bons de travail relatifs à l’entretien planifié ou préventif,%,FLET415,REM Canada,Montréal,2014,0.60096,VAPP900019 / ( VAPP900019 + VAPP900018 ) 
2428,Pourcentage d’heures consacrées à la réparation de véhicules municipaux en atelier et qui ne sont pas prévues dans les bons de travail relatifs à l’entretien planifié ou préventif,%,FLET415,REM Canada,Montréal,2015,0.57163,VAPP900019 / ( VAPP900019 + VAPP900018 ) 
2428,Pourcentage d’heures consacrées à la réparation de véhicules municipaux en atelier et qui ne sont pas prévues dans les bons de travail relatifs à l’entretien planifié ou préventif,%,FLET415,REM Canada,Montréal,2016,0.57996,VAPP900019 / ( VAPP900019 + VAPP900018 ) 
2428,Pourcentage d’heures consacrées à la réparation de véhicules municipaux en atelier et qui ne sont pas prévues dans les bons de travail relatifs à l’entretien planifié ou préventif,%,FLET415,REM Canada,Montréal,2017,0.56228,VAPP900019 / ( VAPP900019 + VAPP900018 ) 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2011,12.14692, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2012,14.03496, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2013,15.17469, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2014,13.16591, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2015,11.77255, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2016,13.72178, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2433,Nombre de consultations sur le site Web principal de la Ville par habitant,Quantité,INTN105,REM Canada,Montréal,2017,15.82265, ( VCOM900001 + VCOM900002 ) / VPOP900002 
2434,Taux de rendement réalisé sur le portefeuille global de placements selon la valeur historique,%,INVT317,REM Canada,Montréal,2015,0.0151,VFIN900069 / 3.000
2434,Taux de rendement réalisé sur le portefeuille global de placements selon la valeur historique,%,INVT317,REM Canada,Montréal,2016,0.0142,VFIN900069 / 3.000
2434,Taux de rendement réalisé sur le portefeuille global de placements selon la valeur historique,%,INVT317,REM Canada,Montréal,2017,0.01373,VFIN900069 / 3.000
2435,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,FIRE407,REM Canada,Montréal,2013,6.33333,VINC900023 
2435,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,FIRE407,REM Canada,Montréal,2014,6.83333,VINC900023 
2435,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,FIRE407,REM Canada,Montréal,2015,6.81667,VINC900023 
2435,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,FIRE407,REM Canada,Montréal,2016,6.75,VINC900023 
2435,Temps de réponse du service des incendies au 90e percentile (zone urbaine),minutes,FIRE407,REM Canada,Montréal,2017,6.71666,VINC900023 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2012,51.9318,VFIN100002 / VFIN900025 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2013,50.20689,VFIN100002 / VFIN900025 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2014,28.21847,VFIN100002 / VFIN900025 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2015,39.53759,VFIN100002 / VFIN900025 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2016,37.9042,VFIN100002 / VFIN900025 
2437,Coûts d’exploitation relatifs à la fonction des comptes clients par facture,$,GREV310,REM Canada,Montréal,2017,40.22426,VFIN100002 / VFIN900025 
2441,Coûts d’exploitation par tonne de matières résiduelles — Toutes les catégories de propriétés,$,SWST903M,REM Canada,Montréal,2014,223.46479, ( VGMR100031 + VGMR100033 + VGMR100034 + VGMR100035 ) / VGMR900014 
2441,Coûts d’exploitation par tonne de matières résiduelles — Toutes les catégories de propriétés,$,SWST903M,REM Canada,Montréal,2015,229.52766, ( VGMR100031 + VGMR100033 + VGMR100034 + VGMR100035 ) / VGMR900014 
2441,Coûts d’exploitation par tonne de matières résiduelles — Toutes les catégories de propriétés,$,SWST903M,REM Canada,Montréal,2016,225.10414, ( VGMR100031 + VGMR100033 + VGMR100034 + VGMR100035 ) / VGMR900014 
2441,Coûts d’exploitation par tonne de matières résiduelles — Toutes les catégories de propriétés,$,SWST903M,REM Canada,Montréal,2017,216.05386, ( VGMR100031 + VGMR100033 + VGMR100034 + VGMR100035 ) / VGMR900014 
2444,Coûts d’exploitation liés à la gestion des comptes de taxes client par compte de taxes client géré,$,TXRS310,REM Canada,Montréal,2013,25.08617, ( VFIN100004 + VFIN100076 ) / VFIN900023 
2444,Coûts d’exploitation liés à la gestion des comptes de taxes client par compte de taxes client géré,$,TXRS310,REM Canada,Montréal,2014,21.92772, ( VFIN100004 + VFIN100076 ) / VFIN900023 
2444,Coûts d’exploitation liés à la gestion des comptes de taxes client par compte de taxes client géré,$,TXRS310,REM Canada,Montréal,2015,20.58491, ( VFIN100004 + VFIN100076 ) / VFIN900023 
2444,Coûts d’exploitation liés à la gestion des comptes de taxes client par compte de taxes client géré,$,TXRS310,REM Canada,Montréal,2016,19.88544, ( VFIN100004 + VFIN100076 ) / VFIN900023 
2444,Coûts d’exploitation liés à la gestion des comptes de taxes client par compte de taxes client géré,$,TXRS310,REM Canada,Montréal,2017,17.65276, ( VFIN100004 + VFIN100076 ) / VFIN900023 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2012,4.07392, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2013,4.62234, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2014,4.81932, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2015,4.43747, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2016,4.09166, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2447,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REM Canada,Montréal,2017,4.62021, ( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2455,Nombre d’employés affectés aux activités de prévention pour 1 000 habitants,Quantité,FIRE213,REM Canada,Montréal,2015,0.05757,VINC900020 / ( VPOP900004 / 1000 ) 
2455,Nombre d’employés affectés aux activités de prévention pour 1 000 habitants,Quantité,FIRE213,REM Canada,Montréal,2016,0.05567,VINC900020 / ( VPOP900004 / 1000 ) 
2455,Nombre d’employés affectés aux activités de prévention pour 1 000 habitants,Quantité,FIRE213,REM Canada,Montréal,2017,0.06074,VINC900020 / ( VPOP900004 / 1000 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2012,26.1702,365 / ( VFIN100007 / VFIN100010 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2013,26.65332,365 / ( VFIN100007 / VFIN100010 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2014,31.94733,365 / ( VFIN100007 / VFIN100010 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2015,38.48544,365 / ( VFIN100007 / VFIN100010 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2016,34.359,365 / ( VFIN100007 / VFIN100010 ) 
2458,Délai de recouvrement moyen des revenus généraux,Jours,GREV335,REM Canada,Montréal,2017,49.86247,365 / ( VFIN100007 / VFIN100010 ) 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2012,0.00946,VFIN100022 / VFIN100007 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2013,0.00404,VFIN100022 / VFIN100007 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2014,0.00234,VFIN100022 / VFIN100007 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2015,0.00228,VFIN100022 / VFIN100007 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2016,0.0025,VFIN100022 / VFIN100007 
2459,Pourcentage de radiation des mauvaises créances,%,GREV325,REM Canada,Montréal,2017,0.00431,VFIN100022 / VFIN100007 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2012,0.20473,VFIN100007 / VFIN100018 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2013,0.24203,VFIN100007 / VFIN100018 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2014,0.39252,VFIN100007 / VFIN100018 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2015,0.47493,VFIN100007 / VFIN100018 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2016,0.47284,VFIN100007 / VFIN100018 
2460,Pourcentage de revenus généraux facturés,%,GREV210,REM Canada,Montréal,2017,0.46036,VFIN100007 / VFIN100018 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2011,0.01661,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2012,0.00296,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2013,0.00597,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2014,0.00623,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2015,0.01119,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2016,0.00612,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2461,"Montant des arriérés fiscaux des exercices antérieurs, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS140,REM Canada,Montréal,2017,0.00736,VFIN100008 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2011,0.02346,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2012,0.02114,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2013,0.02161,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2014,0.02703,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2015,0.02614,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2016,0.02225,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2462,"Montant des arriérés fiscaux de l’exercice actuel, exprimé en pourcentage du montant de taxes facturées au cours de l’année actuelle",%,TXRS135,REM Canada,Montréal,2017,0.0201,VFIN100009 / ( VFIN100021 + VFIN100045 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2012,0.63343,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2013,0.60959,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2014,0.59228,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2015,0.66886,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2016,0.69846,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2465,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REM Canada,Montréal,2017,0.63161,VFIN900031 / ( VFIN900053 + VFIN900054 + VFIN900055 + VFIN900061 ) 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2011,17.17073, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2012,17.649, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2013,15.7441, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2014,14.72415, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2015,16.46559, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2016,18.67692, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2469,Coût total de l’exploitation des bâtiments de l’administration centrale par pied carré,$,FCLT335T,REM Canada,Montréal,2017,20.20813, ( VIMM100002 + VIMM100001 ) / VIMM900003 
2470,Coûts d’exploitation des programmes et des installations de sports et loisirs par habitant,$,SREC909M,REM Canada,Montréal,2013,116.73979, ( VSPL100005 + VSPL100006 - VSPL100008 + VSPL100009 + VSPL100003 - VSPL100004 ) / VPOP900002
2470,Coûts d’exploitation des programmes et des installations de sports et loisirs par habitant,$,SREC909M,REM Canada,Montréal,2014,118.24158, ( VSPL100005 + VSPL100006 - VSPL100008 + VSPL100009 + VSPL100003 - VSPL100004 ) / VPOP900002
2470,Coûts d’exploitation des programmes et des installations de sports et loisirs par habitant,$,SREC909M,REM Canada,Montréal,2015,126.40803, ( VSPL100005 + VSPL100006 - VSPL100008 + VSPL100009 + VSPL100003 - VSPL100004 ) / VPOP900002
2470,Coûts d’exploitation des programmes et des installations de sports et loisirs par habitant,$,SREC909M,REM Canada,Montréal,2016,128.59942, ( VSPL100005 + VSPL100006 - VSPL100008 + VSPL100009 + VSPL100003 - VSPL100004 ) / VPOP900002
2470,Coûts d’exploitation des programmes et des installations de sports et loisirs par habitant,$,SREC909M,REM Canada,Montréal,2017,128.25309, ( VSPL100005 + VSPL100006 - VSPL100008 + VSPL100009 + VSPL100003 - VSPL100004 ) / VPOP900002
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2011,20.67141, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2012,17.76606, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2013,17.51335, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2014,17.83268, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2015,17.78962, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2016,17.28831, ( VIMM900010 + VIMM900011 ) 
2473,Consommation d’énergie de l’administration centrale par pied carré,kWh,FCLT240,REM Canada,Montréal,2017,18.24616, ( VIMM900010 + VIMM900011 ) 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2011,245799,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2012,245799,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2013,245799,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2014,245562,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2015,245562,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2016,245562,VIMM900003 
2474,Superficie des bâtiments de l’administration centrale,pi2,FCLT820,REM Canada,Montréal,2017,245562,VIMM900003 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2011,27109132,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2012,27543520,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2013,28395398,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2014,28524025,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2015,28780045,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2016,30015207,VIMM900006 
2475,Superficie des bâtiments municipaux,pi2,FCLT805,REM Canada,Montréal,2017,30015207,VIMM900006 
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2012,0.00252,VFIN900065 / VFIN900066
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2013,0.01557,VFIN900065 / VFIN900066
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2014,0.05155,VFIN900065 / VFIN900066
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2015,0.14904,VFIN900065 / VFIN900066
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2016,0.32142,VFIN900065 / VFIN900066
2476,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REM Canada,Montréal,2017,0.38499,VFIN900065 / VFIN900066
2477,Nombre d’employés affectés aux activités d’éducation du public pour 1 000 habitants,Quantité,FIRE214,REM Canada,Montréal,2015,0.00651,VINC900014 / ( VPOP900004 / 1000 ) 
2477,Nombre d’employés affectés aux activités d’éducation du public pour 1 000 habitants,Quantité,FIRE214,REM Canada,Montréal,2016,0.00646,VINC900014 / ( VPOP900004 / 1000 ) 
2477,Nombre d’employés affectés aux activités d’éducation du public pour 1 000 habitants,Quantité,FIRE214,REM Canada,Montréal,2017,0.00642,VINC900014 / ( VPOP900004 / 1000 ) 
2478,Nombre d’employés affectés aux activités de formation pour 1 000 habitants,Quantité,FIRE216,REM Canada,Montréal,2015,0.01101,VINC900010 / ( VPOP900004 / 1000 ) 
2478,Nombre d’employés affectés aux activités de formation pour 1 000 habitants,Quantité,FIRE216,REM Canada,Montréal,2016,0.01094,VINC900010 / ( VPOP900004 / 1000 ) 
2478,Nombre d’employés affectés aux activités de formation pour 1 000 habitants,Quantité,FIRE216,REM Canada,Montréal,2017,0.01185,VINC900010 / ( VPOP900004 / 1000 ) 
2479,Masse salariale du service des incendies par habitant,$,FIRE220,REM Canada,Montréal,2013,158.63715,VINC100018 / VPOP900004 
